"dormId","ratePlan","date","priceValue","priceCurrency","crawledAt","urlPart"
"592108","244373","2025-10-18","35.28","NZD","1759639953","283741/2025-10-18/1759639953.json"
"592108","574104","2025-10-18","31.75","NZD","1759639953","283741/2025-10-18/1759639953.json"
"592114","244381","2025-10-18","39.20","NZD","1759639953","283741/2025-10-18/1759639953.json"
"592114","574105","2025-10-18","37.24","NZD","1759639953","283741/2025-10-18/1759639953.json"
"592108","244373","2025-10-19","35.28","NZD","1759639953","283741/2025-10-19/1759639953.json"
"592108","574104","2025-10-19","31.75","NZD","1759639953","283741/2025-10-19/1759639953.json"
"592114","244381","2025-10-19","39.20","NZD","1759639953","283741/2025-10-19/1759639953.json"
"592114","574105","2025-10-19","37.24","NZD","1759639953","283741/2025-10-19/1759639953.json"
"592108","244373","2025-10-20","35.28","NZD","1759639953","283741/2025-10-20/1759639953.json"
"592108","574104","2025-10-20","31.75","NZD","1759639953","283741/2025-10-20/1759639953.json"
"592114","244381","2025-10-20","39.20","NZD","1759639953","283741/2025-10-20/1759639953.json"
"592114","574105","2025-10-20","37.24","NZD","1759639953","283741/2025-10-20/1759639953.json"
"592108","244373","2025-10-21","35.28","NZD","1759639953","283741/2025-10-21/1759639953.json"
"592108","574104","2025-10-21","31.75","NZD","1759639953","283741/2025-10-21/1759639953.json"
"592114","244381","2025-10-21","39.20","NZD","1759639953","283741/2025-10-21/1759639953.json"
"592114","574105","2025-10-21","37.24","NZD","1759639953","283741/2025-10-21/1759639953.json"
"592108","244373","2025-10-22","35.28","NZD","1759639953","283741/2025-10-22/1759639953.json"
"592108","574104","2025-10-22","31.75","NZD","1759639953","283741/2025-10-22/1759639953.json"
"592114","244381","2025-10-22","39.20","NZD","1759639953","283741/2025-10-22/1759639953.json"
"592114","574105","2025-10-22","37.24","NZD","1759639953","283741/2025-10-22/1759639953.json"
"592108","244373","2025-10-23","35.28","NZD","1759639953","283741/2025-10-23/1759639953.json"
"592108","574104","2025-10-23","31.75","NZD","1759639953","283741/2025-10-23/1759639953.json"
"592114","244381","2025-10-23","39.20","NZD","1759639953","283741/2025-10-23/1759639953.json"
"592114","574105","2025-10-23","37.24","NZD","1759639953","283741/2025-10-23/1759639953.json"
"592108","244373","2025-10-24","35.28","NZD","1759639953","283741/2025-10-24/1759639953.json"
"592108","574104","2025-10-24","31.75","NZD","1759639953","283741/2025-10-24/1759639953.json"
"592114","244381","2025-10-24","39.20","NZD","1759639953","283741/2025-10-24/1759639953.json"
"592114","574105","2025-10-24","37.24","NZD","1759639953","283741/2025-10-24/1759639953.json"
"592108","244373","2025-10-25","35.28","NZD","1759639953","283741/2025-10-25/1759639953.json"
"592108","574104","2025-10-25","31.75","NZD","1759639953","283741/2025-10-25/1759639953.json"
"592114","244381","2025-10-25","39.20","NZD","1759639953","283741/2025-10-25/1759639953.json"
"592114","574105","2025-10-25","37.24","NZD","1759639953","283741/2025-10-25/1759639953.json"
"592108","244373","2025-10-26","35.28","NZD","1759639953","283741/2025-10-26/1759639953.json"
"592108","574104","2025-10-26","31.75","NZD","1759639953","283741/2025-10-26/1759639953.json"
"592114","244381","2025-10-26","39.20","NZD","1759639953","283741/2025-10-26/1759639953.json"
"592114","574105","2025-10-26","37.24","NZD","1759639953","283741/2025-10-26/1759639953.json"
"592108","244373","2025-10-27","35.28","NZD","1759639953","283741/2025-10-27/1759639953.json"
"592108","574104","2025-10-27","31.75","NZD","1759639953","283741/2025-10-27/1759639953.json"
"592114","244381","2025-10-27","39.20","NZD","1759639953","283741/2025-10-27/1759639953.json"
"592114","574105","2025-10-27","37.24","NZD","1759639953","283741/2025-10-27/1759639953.json"
"592108","574104","2025-10-28","31.75","NZD","1759639953","283741/2025-10-28/1759639953.json"
"592114","574105","2025-10-28","37.24","NZD","1759639953","283741/2025-10-28/1759639953.json"
"592108","244373","2025-10-29","35.28","NZD","1759639953","283741/2025-10-29/1759639953.json"
"592108","574104","2025-10-29","31.75","NZD","1759639953","283741/2025-10-29/1759639953.json"
"592114","244381","2025-10-29","39.20","NZD","1759639953","283741/2025-10-29/1759639953.json"
"592114","574105","2025-10-29","37.24","NZD","1759639953","283741/2025-10-29/1759639953.json"
"592108","244373","2025-10-30","35.28","NZD","1759639953","283741/2025-10-30/1759639953.json"
"592108","574104","2025-10-30","31.75","NZD","1759639953","283741/2025-10-30/1759639953.json"
"592114","244381","2025-10-30","39.20","NZD","1759639953","283741/2025-10-30/1759639953.json"
"592114","574105","2025-10-30","37.24","NZD","1759639953","283741/2025-10-30/1759639953.json"
"592108","244373","2025-10-31","35.28","NZD","1759639953","283741/2025-10-31/1759639953.json"
"592108","574104","2025-10-31","31.75","NZD","1759639953","283741/2025-10-31/1759639953.json"
"592114","244381","2025-10-31","39.20","NZD","1759639953","283741/2025-10-31/1759639953.json"
"592114","574105","2025-10-31","37.24","NZD","1759639953","283741/2025-10-31/1759639953.json"
"592108","244373","2025-11-01","35.28","NZD","1759639953","283741/2025-11-01/1759639953.json"
"592108","574104","2025-11-01","31.75","NZD","1759639953","283741/2025-11-01/1759639953.json"
"592114","244381","2025-11-01","39.20","NZD","1759639953","283741/2025-11-01/1759639953.json"
"592114","574105","2025-11-01","37.24","NZD","1759639953","283741/2025-11-01/1759639953.json"
"592108","244373","2025-11-02","35.28","NZD","1759639953","283741/2025-11-02/1759639953.json"
"592108","574104","2025-11-02","31.75","NZD","1759639953","283741/2025-11-02/1759639953.json"
"592114","244381","2025-11-02","39.20","NZD","1759639953","283741/2025-11-02/1759639953.json"
"592114","574105","2025-11-02","37.24","NZD","1759639953","283741/2025-11-02/1759639953.json"
"592108","244373","2025-11-03","35.28","NZD","1759639953","283741/2025-11-03/1759639953.json"
"592108","574104","2025-11-03","31.75","NZD","1759639953","283741/2025-11-03/1759639953.json"
"592114","244381","2025-11-03","39.20","NZD","1759639953","283741/2025-11-03/1759639953.json"
"592114","574105","2025-11-03","37.24","NZD","1759639953","283741/2025-11-03/1759639953.json"
"592108","244373","2025-11-04","35.28","NZD","1759639953","283741/2025-11-04/1759639953.json"
"592108","574104","2025-11-04","31.75","NZD","1759639953","283741/2025-11-04/1759639953.json"
"592114","244381","2025-11-04","39.20","NZD","1759639953","283741/2025-11-04/1759639953.json"
"592114","574105","2025-11-04","37.24","NZD","1759639953","283741/2025-11-04/1759639953.json"
"592108","244373","2025-10-06","35.28","NZD","1759654449","283741/2025-10-06/1759654449.json"
"592108","574104","2025-10-06","31.75","NZD","1759654449","283741/2025-10-06/1759654449.json"
"592114","244381","2025-10-06","39.20","NZD","1759654449","283741/2025-10-06/1759654449.json"
"592114","574105","2025-10-06","37.24","NZD","1759654449","283741/2025-10-06/1759654449.json"
"592108","244373","2025-10-07","35.28","NZD","1759654449","283741/2025-10-07/1759654449.json"
"592108","574104","2025-10-07","31.75","NZD","1759654449","283741/2025-10-07/1759654449.json"
"592114","244381","2025-10-07","39.20","NZD","1759654449","283741/2025-10-07/1759654449.json"
"592114","574105","2025-10-07","37.24","NZD","1759654449","283741/2025-10-07/1759654449.json"
"592108","244373","2025-10-08","35.28","NZD","1759654449","283741/2025-10-08/1759654449.json"
"592108","574104","2025-10-08","31.75","NZD","1759654449","283741/2025-10-08/1759654449.json"
"592114","244381","2025-10-08","39.20","NZD","1759654449","283741/2025-10-08/1759654449.json"
"592114","574105","2025-10-08","37.24","NZD","1759654449","283741/2025-10-08/1759654449.json"
"592108","244373","2025-10-09","35.28","NZD","1759654449","283741/2025-10-09/1759654449.json"
"592108","574104","2025-10-09","31.75","NZD","1759654449","283741/2025-10-09/1759654449.json"
"592114","244381","2025-10-09","39.20","NZD","1759654449","283741/2025-10-09/1759654449.json"
"592114","574105","2025-10-09","37.24","NZD","1759654449","283741/2025-10-09/1759654449.json"
"592108","244373","2025-10-10","35.28","NZD","1759654449","283741/2025-10-10/1759654449.json"
"592108","574104","2025-10-10","31.75","NZD","1759654449","283741/2025-10-10/1759654449.json"
"592114","244381","2025-10-10","39.20","NZD","1759654449","283741/2025-10-10/1759654449.json"
"592114","574105","2025-10-10","37.24","NZD","1759654449","283741/2025-10-10/1759654449.json"
"592108","244373","2025-10-11","35.28","NZD","1759654449","283741/2025-10-11/1759654449.json"
"592108","574104","2025-10-11","31.75","NZD","1759654449","283741/2025-10-11/1759654449.json"
"592114","244381","2025-10-11","39.20","NZD","1759654449","283741/2025-10-11/1759654449.json"
"592114","574105","2025-10-11","37.24","NZD","1759654449","283741/2025-10-11/1759654449.json"
"592108","244373","2025-10-12","35.28","NZD","1759654449","283741/2025-10-12/1759654449.json"
"592108","574104","2025-10-12","31.75","NZD","1759654449","283741/2025-10-12/1759654449.json"
"592114","244381","2025-10-12","39.20","NZD","1759654449","283741/2025-10-12/1759654449.json"
"592114","574105","2025-10-12","37.24","NZD","1759654449","283741/2025-10-12/1759654449.json"
"592108","244373","2025-10-13","35.28","NZD","1759654449","283741/2025-10-13/1759654449.json"
"592108","574104","2025-10-13","31.75","NZD","1759654449","283741/2025-10-13/1759654449.json"
"592114","244381","2025-10-13","39.20","NZD","1759654449","283741/2025-10-13/1759654449.json"
"592114","574105","2025-10-13","37.24","NZD","1759654449","283741/2025-10-13/1759654449.json"
"592108","244373","2025-10-14","35.28","NZD","1759654449","283741/2025-10-14/1759654449.json"
"592108","574104","2025-10-14","31.75","NZD","1759654449","283741/2025-10-14/1759654449.json"
"592114","244381","2025-10-14","39.20","NZD","1759654449","283741/2025-10-14/1759654449.json"
"592114","574105","2025-10-14","37.24","NZD","1759654449","283741/2025-10-14/1759654449.json"
"592108","244373","2025-10-15","35.28","NZD","1759654449","283741/2025-10-15/1759654449.json"
"592108","574104","2025-10-15","31.75","NZD","1759654449","283741/2025-10-15/1759654449.json"
"592114","244381","2025-10-15","39.20","NZD","1759654449","283741/2025-10-15/1759654449.json"
"592114","574105","2025-10-15","37.24","NZD","1759654449","283741/2025-10-15/1759654449.json"
"592108","244373","2025-10-16","35.28","NZD","1759654449","283741/2025-10-16/1759654449.json"
"592108","574104","2025-10-16","31.75","NZD","1759654449","283741/2025-10-16/1759654449.json"
"592114","244381","2025-10-16","39.20","NZD","1759654449","283741/2025-10-16/1759654449.json"
"592114","574105","2025-10-16","37.24","NZD","1759654449","283741/2025-10-16/1759654449.json"
"592108","244373","2025-10-17","35.28","NZD","1759654449","283741/2025-10-17/1759654449.json"
"592108","574104","2025-10-17","31.75","NZD","1759654449","283741/2025-10-17/1759654449.json"
"592114","244381","2025-10-17","39.20","NZD","1759654449","283741/2025-10-17/1759654449.json"
"592114","574105","2025-10-17","37.24","NZD","1759654449","283741/2025-10-17/1759654449.json"
"592108","244373","2025-10-18","35.28","NZD","1759654449","283741/2025-10-18/1759654449.json"
"592108","574104","2025-10-18","31.75","NZD","1759654449","283741/2025-10-18/1759654449.json"
"592114","244381","2025-10-18","39.20","NZD","1759654449","283741/2025-10-18/1759654449.json"
"592114","574105","2025-10-18","37.24","NZD","1759654449","283741/2025-10-18/1759654449.json"
"592108","244373","2025-10-19","35.28","NZD","1759654449","283741/2025-10-19/1759654449.json"
"592108","574104","2025-10-19","31.75","NZD","1759654449","283741/2025-10-19/1759654449.json"
"592114","244381","2025-10-19","39.20","NZD","1759654449","283741/2025-10-19/1759654449.json"
"592114","574105","2025-10-19","37.24","NZD","1759654449","283741/2025-10-19/1759654449.json"
"592108","244373","2025-10-20","35.28","NZD","1759654449","283741/2025-10-20/1759654449.json"
"592108","574104","2025-10-20","31.75","NZD","1759654449","283741/2025-10-20/1759654449.json"
"592114","244381","2025-10-20","39.20","NZD","1759654449","283741/2025-10-20/1759654449.json"
"592114","574105","2025-10-20","37.24","NZD","1759654449","283741/2025-10-20/1759654449.json"
"592108","244373","2025-10-21","35.28","NZD","1759654449","283741/2025-10-21/1759654449.json"
"592108","574104","2025-10-21","31.75","NZD","1759654449","283741/2025-10-21/1759654449.json"
"592114","244381","2025-10-21","39.20","NZD","1759654449","283741/2025-10-21/1759654449.json"
"592114","574105","2025-10-21","37.24","NZD","1759654449","283741/2025-10-21/1759654449.json"
"592108","244373","2025-10-22","35.28","NZD","1759654449","283741/2025-10-22/1759654449.json"
"592108","574104","2025-10-22","31.75","NZD","1759654449","283741/2025-10-22/1759654449.json"
"592114","244381","2025-10-22","39.20","NZD","1759654449","283741/2025-10-22/1759654449.json"
"592114","574105","2025-10-22","37.24","NZD","1759654449","283741/2025-10-22/1759654449.json"
"592108","244373","2025-10-23","35.28","NZD","1759654449","283741/2025-10-23/1759654449.json"
"592108","574104","2025-10-23","31.75","NZD","1759654449","283741/2025-10-23/1759654449.json"
"592114","244381","2025-10-23","39.20","NZD","1759654449","283741/2025-10-23/1759654449.json"
"592114","574105","2025-10-23","37.24","NZD","1759654449","283741/2025-10-23/1759654449.json"
"592108","244373","2025-10-24","35.28","NZD","1759654449","283741/2025-10-24/1759654449.json"
"592108","574104","2025-10-24","31.75","NZD","1759654449","283741/2025-10-24/1759654449.json"
"592114","244381","2025-10-24","39.20","NZD","1759654449","283741/2025-10-24/1759654449.json"
"592114","574105","2025-10-24","37.24","NZD","1759654449","283741/2025-10-24/1759654449.json"
"592108","244373","2025-10-25","35.28","NZD","1759654449","283741/2025-10-25/1759654449.json"
"592108","574104","2025-10-25","31.75","NZD","1759654449","283741/2025-10-25/1759654449.json"
"592114","244381","2025-10-25","39.20","NZD","1759654449","283741/2025-10-25/1759654449.json"
"592114","574105","2025-10-25","37.24","NZD","1759654449","283741/2025-10-25/1759654449.json"
"592108","244373","2025-10-26","35.28","NZD","1759654449","283741/2025-10-26/1759654449.json"
"592108","574104","2025-10-26","31.75","NZD","1759654449","283741/2025-10-26/1759654449.json"
"592114","244381","2025-10-26","39.20","NZD","1759654449","283741/2025-10-26/1759654449.json"
"592114","574105","2025-10-26","37.24","NZD","1759654449","283741/2025-10-26/1759654449.json"
"592108","244373","2025-10-27","35.28","NZD","1759654449","283741/2025-10-27/1759654449.json"
"592108","574104","2025-10-27","31.75","NZD","1759654449","283741/2025-10-27/1759654449.json"
"592114","244381","2025-10-27","39.20","NZD","1759654449","283741/2025-10-27/1759654449.json"
"592114","574105","2025-10-27","37.24","NZD","1759654449","283741/2025-10-27/1759654449.json"
"592108","574104","2025-10-28","31.75","NZD","1759654449","283741/2025-10-28/1759654449.json"
"592114","574105","2025-10-28","37.24","NZD","1759654449","283741/2025-10-28/1759654449.json"
"592108","244373","2025-10-29","35.28","NZD","1759654449","283741/2025-10-29/1759654449.json"
"592108","574104","2025-10-29","31.75","NZD","1759654449","283741/2025-10-29/1759654449.json"
"592114","244381","2025-10-29","39.20","NZD","1759654449","283741/2025-10-29/1759654449.json"
"592114","574105","2025-10-29","37.24","NZD","1759654449","283741/2025-10-29/1759654449.json"
"592108","244373","2025-10-30","35.28","NZD","1759654449","283741/2025-10-30/1759654449.json"
"592108","574104","2025-10-30","31.75","NZD","1759654449","283741/2025-10-30/1759654449.json"
"592114","244381","2025-10-30","39.20","NZD","1759654449","283741/2025-10-30/1759654449.json"
"592114","574105","2025-10-30","37.24","NZD","1759654449","283741/2025-10-30/1759654449.json"
"592108","244373","2025-10-31","35.28","NZD","1759654449","283741/2025-10-31/1759654449.json"
"592108","574104","2025-10-31","31.75","NZD","1759654449","283741/2025-10-31/1759654449.json"
"592114","244381","2025-10-31","39.20","NZD","1759654449","283741/2025-10-31/1759654449.json"
"592114","574105","2025-10-31","37.24","NZD","1759654449","283741/2025-10-31/1759654449.json"
"592108","244373","2025-11-01","35.28","NZD","1759654449","283741/2025-11-01/1759654449.json"
"592108","574104","2025-11-01","31.75","NZD","1759654449","283741/2025-11-01/1759654449.json"
"592114","244381","2025-11-01","39.20","NZD","1759654449","283741/2025-11-01/1759654449.json"
"592114","574105","2025-11-01","37.24","NZD","1759654449","283741/2025-11-01/1759654449.json"
"592108","244373","2025-11-02","35.28","NZD","1759654449","283741/2025-11-02/1759654449.json"
"592108","574104","2025-11-02","31.75","NZD","1759654449","283741/2025-11-02/1759654449.json"
"592114","244381","2025-11-02","39.20","NZD","1759654449","283741/2025-11-02/1759654449.json"
"592114","574105","2025-11-02","37.24","NZD","1759654449","283741/2025-11-02/1759654449.json"
"592108","244373","2025-11-03","35.28","NZD","1759654449","283741/2025-11-03/1759654449.json"
"592108","574104","2025-11-03","31.75","NZD","1759654449","283741/2025-11-03/1759654449.json"
"592114","244381","2025-11-03","39.20","NZD","1759654449","283741/2025-11-03/1759654449.json"
"592114","574105","2025-11-03","37.24","NZD","1759654449","283741/2025-11-03/1759654449.json"
"592108","244373","2025-11-04","35.28","NZD","1759654449","283741/2025-11-04/1759654449.json"
"592108","574104","2025-11-04","31.75","NZD","1759654449","283741/2025-11-04/1759654449.json"
"592114","244381","2025-11-04","39.20","NZD","1759654449","283741/2025-11-04/1759654449.json"
"592114","574105","2025-11-04","37.24","NZD","1759654449","283741/2025-11-04/1759654449.json"
"592108","244373","2025-10-06","35.28","NZD","1759670558","283741/2025-10-06/1759670558.json"
"592108","574104","2025-10-06","31.75","NZD","1759670558","283741/2025-10-06/1759670558.json"
"592114","244381","2025-10-06","39.20","NZD","1759670558","283741/2025-10-06/1759670558.json"
"592114","574105","2025-10-06","37.24","NZD","1759670558","283741/2025-10-06/1759670558.json"
"592108","244373","2025-10-07","35.28","NZD","1759670558","283741/2025-10-07/1759670558.json"
"592108","574104","2025-10-07","31.75","NZD","1759670558","283741/2025-10-07/1759670558.json"
"592114","244381","2025-10-07","39.20","NZD","1759670558","283741/2025-10-07/1759670558.json"
"592114","574105","2025-10-07","37.24","NZD","1759670558","283741/2025-10-07/1759670558.json"
"592108","244373","2025-10-08","35.28","NZD","1759670558","283741/2025-10-08/1759670558.json"
"592108","574104","2025-10-08","31.75","NZD","1759670558","283741/2025-10-08/1759670558.json"
"592114","244381","2025-10-08","39.20","NZD","1759670558","283741/2025-10-08/1759670558.json"
"592114","574105","2025-10-08","37.24","NZD","1759670558","283741/2025-10-08/1759670558.json"
"592108","244373","2025-10-09","35.28","NZD","1759670558","283741/2025-10-09/1759670558.json"
"592108","574104","2025-10-09","31.75","NZD","1759670558","283741/2025-10-09/1759670558.json"
"592114","244381","2025-10-09","39.20","NZD","1759670558","283741/2025-10-09/1759670558.json"
"592114","574105","2025-10-09","37.24","NZD","1759670558","283741/2025-10-09/1759670558.json"
"592108","244373","2025-10-10","35.28","NZD","1759670558","283741/2025-10-10/1759670558.json"
"592108","574104","2025-10-10","31.75","NZD","1759670558","283741/2025-10-10/1759670558.json"
"592114","244381","2025-10-10","39.20","NZD","1759670558","283741/2025-10-10/1759670558.json"
"592114","574105","2025-10-10","37.24","NZD","1759670558","283741/2025-10-10/1759670558.json"
"592108","244373","2025-10-11","35.28","NZD","1759670558","283741/2025-10-11/1759670558.json"
"592108","574104","2025-10-11","31.75","NZD","1759670558","283741/2025-10-11/1759670558.json"
"592114","244381","2025-10-11","39.20","NZD","1759670558","283741/2025-10-11/1759670558.json"
"592114","574105","2025-10-11","37.24","NZD","1759670558","283741/2025-10-11/1759670558.json"
"592108","244373","2025-10-12","35.28","NZD","1759670558","283741/2025-10-12/1759670558.json"
"592108","574104","2025-10-12","31.75","NZD","1759670558","283741/2025-10-12/1759670558.json"
"592114","244381","2025-10-12","39.20","NZD","1759670558","283741/2025-10-12/1759670558.json"
"592114","574105","2025-10-12","37.24","NZD","1759670558","283741/2025-10-12/1759670558.json"
"592108","244373","2025-10-13","35.28","NZD","1759670558","283741/2025-10-13/1759670558.json"
"592108","574104","2025-10-13","31.75","NZD","1759670558","283741/2025-10-13/1759670558.json"
"592114","244381","2025-10-13","39.20","NZD","1759670558","283741/2025-10-13/1759670558.json"
"592114","574105","2025-10-13","37.24","NZD","1759670558","283741/2025-10-13/1759670558.json"
"592108","244373","2025-10-14","35.28","NZD","1759670558","283741/2025-10-14/1759670558.json"
"592108","574104","2025-10-14","31.75","NZD","1759670558","283741/2025-10-14/1759670558.json"
"592114","244381","2025-10-14","39.20","NZD","1759670558","283741/2025-10-14/1759670558.json"
"592114","574105","2025-10-14","37.24","NZD","1759670558","283741/2025-10-14/1759670558.json"
"592108","244373","2025-10-15","35.28","NZD","1759670558","283741/2025-10-15/1759670558.json"
"592108","574104","2025-10-15","31.75","NZD","1759670558","283741/2025-10-15/1759670558.json"
"592114","244381","2025-10-15","39.20","NZD","1759670558","283741/2025-10-15/1759670558.json"
"592114","574105","2025-10-15","37.24","NZD","1759670558","283741/2025-10-15/1759670558.json"
"592108","244373","2025-10-16","35.28","NZD","1759670558","283741/2025-10-16/1759670558.json"
"592108","574104","2025-10-16","31.75","NZD","1759670558","283741/2025-10-16/1759670558.json"
"592114","244381","2025-10-16","39.20","NZD","1759670558","283741/2025-10-16/1759670558.json"
"592114","574105","2025-10-16","37.24","NZD","1759670558","283741/2025-10-16/1759670558.json"
"592108","244373","2025-10-17","35.28","NZD","1759670558","283741/2025-10-17/1759670558.json"
"592108","574104","2025-10-17","31.75","NZD","1759670558","283741/2025-10-17/1759670558.json"
"592114","244381","2025-10-17","39.20","NZD","1759670558","283741/2025-10-17/1759670558.json"
"592114","574105","2025-10-17","37.24","NZD","1759670558","283741/2025-10-17/1759670558.json"
"592108","244373","2025-10-18","35.28","NZD","1759670558","283741/2025-10-18/1759670558.json"
"592108","574104","2025-10-18","31.75","NZD","1759670558","283741/2025-10-18/1759670558.json"
"592114","244381","2025-10-18","39.20","NZD","1759670558","283741/2025-10-18/1759670558.json"
"592114","574105","2025-10-18","37.24","NZD","1759670558","283741/2025-10-18/1759670558.json"
"592108","244373","2025-10-19","35.28","NZD","1759670558","283741/2025-10-19/1759670558.json"
"592108","574104","2025-10-19","31.75","NZD","1759670558","283741/2025-10-19/1759670558.json"
"592114","244381","2025-10-19","39.20","NZD","1759670558","283741/2025-10-19/1759670558.json"
"592114","574105","2025-10-19","37.24","NZD","1759670558","283741/2025-10-19/1759670558.json"
"592108","244373","2025-10-20","35.28","NZD","1759670558","283741/2025-10-20/1759670558.json"
"592108","574104","2025-10-20","31.75","NZD","1759670558","283741/2025-10-20/1759670558.json"
"592114","244381","2025-10-20","39.20","NZD","1759670558","283741/2025-10-20/1759670558.json"
"592114","574105","2025-10-20","37.24","NZD","1759670558","283741/2025-10-20/1759670558.json"
"592108","244373","2025-10-21","35.28","NZD","1759670558","283741/2025-10-21/1759670558.json"
"592108","574104","2025-10-21","31.75","NZD","1759670558","283741/2025-10-21/1759670558.json"
"592114","244381","2025-10-21","39.20","NZD","1759670558","283741/2025-10-21/1759670558.json"
"592114","574105","2025-10-21","37.24","NZD","1759670558","283741/2025-10-21/1759670558.json"
"592108","244373","2025-10-22","35.28","NZD","1759670558","283741/2025-10-22/1759670558.json"
"592108","574104","2025-10-22","31.75","NZD","1759670558","283741/2025-10-22/1759670558.json"
"592114","244381","2025-10-22","39.20","NZD","1759670558","283741/2025-10-22/1759670558.json"
"592114","574105","2025-10-22","37.24","NZD","1759670558","283741/2025-10-22/1759670558.json"
"592108","244373","2025-10-23","35.28","NZD","1759670558","283741/2025-10-23/1759670558.json"
"592108","574104","2025-10-23","31.75","NZD","1759670558","283741/2025-10-23/1759670558.json"
"592114","244381","2025-10-23","39.20","NZD","1759670558","283741/2025-10-23/1759670558.json"
"592114","574105","2025-10-23","37.24","NZD","1759670558","283741/2025-10-23/1759670558.json"
"592108","244373","2025-10-24","35.28","NZD","1759670558","283741/2025-10-24/1759670558.json"
